name,address,latitude,longitude,type,zone,google_logo_url
Tfc (Omole),"892A Admiral Oduwaiye St, Lagos",6.633037,3.3666282,"restaurant, food, point_of_interest, establishment",A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcINjMa_3cf0QVTZTWiyqVpJo1X1zN46dgLdLEsgaq_zgkU5n6DsfWdSF1FrgiZ-W8P7vvzCNQPwOd3Rt3zy0sZxWqbtDwPbotSyP8uv6XZD0weGB2v9VZb5bFGb5VWJ1FsbMAHlKN6LPb9pMhAOrahtZN2xu9jtAAUZEJSBXXwwJnZOvSgaS8NnxsIqoRoA_mt_WQ9rnps0KzDVI3MOTm4VQfzLzwA5zg9hK_fqDsFNuLmamIKFvR5E_Ipgq8A3w64GQPNvc1Ruva85Fny4V9TBXmoqqunq3ZQCK4f8SmQIh-9QTkjjTaSOaA9k16jn6p8e21NtCl5sDseJOQA89VUbepNsq5SuFVgsVI2Y2jArEkyEEBSGfoOsuYkGwGjIDlIiStPeMrZZ2oV1JShySz_Hu-gxkY7jMKlgdo6FfxB-ONSphMdisfwCOOj3njkLfx2TUzeX-llk8yHFZCMBxShHNFydM2v_KC4oMre5dFhRpBFDc5oBFzZBBHAmskQA8SQXUFT9Ir0wsPVrtURt6z2ySrHmGVNx8hH5HnprQ5k-0kOk5_7SYJXQ49KRJsPFo1ajASlIBxhQsLG4AS8LoZQWaQ4H7ZVw7iQwlrLvYrCi9vjwHO9rnsavYQQNLW-L9tdAlQ&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Emmani Treats,"Opic/ Isheri-North Community, Channels TV Ave, Lagos",6.648348,3.3908011,"restaurant, food, point_of_interest, establishment",A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKQ1BOOKrCrbhgmrW3RzWAAi6ky9B6tkyTZjz5LJ_6FXPtlatIXDrvk3bsIkpMjcsyIRq1EW_8vIOpbJDlQV8Yhv2mImRwr4htVEjSD2cVlQso-Ml2rk7tFkYL34J8fsP09qr6qU7TD8bUsfiR-T4VLiwyW8UU3A37DV9a-hH6d6MUzYqj78cp5aDe5-itGQ8n_GYguWTf0gINAdnMrN6ddzHLJWP57B8aClnGt2EZtSZKJW8Nc72SRk24NYn6IZWIv8S035baKXu6suY0UluxNzaWSB0R50sExAtyTZLTQDy9ZWxDbghTTlXv53LU6fy8sM6FJWMS883rDAgqH8V9KMBg66NtfmQiT_sUZGeXUr1QWTMAh92iVZMdMAFxqjl8rWBZIrypIRpkbq7SN7fM6Rp4-PpwraJK8-H5sihHePjFsQ5iJzZKsylocaDotHQJjJtKLrJyRJ56XDAMuMujXL0IGnL9pnCN6KWDBHooj_JAWSIXCLilRwTKFZrbsja2s3Fq5eANbHYAlkOJW2Xvc-Drg8ucYWDHOF4XiHOORBygtz7Gf2fNaNv6yvO-cfoMudYTNbReWyeTwZ-c9n6-hHQxik4UwKPQNCOdR6TnDjExX3pG07UK_UiwGUCQB&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
De Laws Kitchen,"1,River Valley Estate Ifo Berger",6.642567,3.3734368,"restaurant, food, point_of_interest, establishment",A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcIbN74dpQXFpO7Zg5ddoJu7PpqlFa6dsA-riaw5nxLf7bTJwCwW7lvdlSERK8bOeEbTRbWgFjkvt7wnrdvbRZJ6EJWGT3y4sttHqysiDhFHkKzA4jT3NgFZVJaju-pKldZZ8iqpLB5BBMXcsFrVmiP2hcj4Q17AzbM60z8o2bWzFJPUCp3CsOi_Ug_hjQhRkE9MGoFlqYfATr1qz55GhWeSl-JH2aKrTz4EtBkdqVLyisbPVGmVbzwqTWCU517VaWQc1Dr96uI-o9_HRd3_tUpWYHF1XB01v-u_Wy-A8lJLEKgrm6E0zL86ATaA9wT97SMlhrcWWvEhCA87E-SVLDNdseOFqUlh-N-3npLB6JPUKJQR8xhuVvdLaIlibIPSOEq7S1eOLUXHlVOdMzPRF9ccLHujUY-vzmceZntDCBPQbNUlgTiUYWfmSUTjSULoJeAyrL2_kUjUiSaoqf_MDMDrRN4VUmHs1bix7VmFLId8HUoVuLBZVuHf-ndiQPW-EVDHywqtqcE61jG0reb4cUsYmqUMbQjfInnvxOng_zoWwnsJ_A4bpfdrb3IUMX1zx_NNBUzGi-XWGnwgtI3TsGhBKLXMTG-huXIVJuji0kRyTrtF1u6xiIWaRCJOGexTs8HdxA&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
OPENKITCHEN DELICATESSEN,"phase 1, 2, Ayodele fanoiki Street magodo, Ikosi Street, Lagos",6.632937,3.3835186,"restaurant, food, point_of_interest, establishment",A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcI77vNHyGPjOEVu7YEIgcvwH7y6X825yNYzHmJ3M1oIXn3dyMO4suXOqPcAVE0D4kebpQZCPoz3PNm1T5bvjrJPy7lbZib4t7AHtcggX20BORtaySWrRjDuipJvV1HuBURaZUhO_0GN4Ni18rG3NMzpJJmxF-OhSBdeWGJ_lrZzqUrhnwF4YriTlc19wJRu4ugGXML2I2N2di0jESqcGvY6-EcjhlUih7XHykJ-FZ4VfT0CA3OBqm-vDLUKTOfuny9PVmin-VbyElZPEvPHzSP4BqJ1Kz_e8beGjrrYpjUUfXJkR77C40xNgLhaDNPVFErLAw11txk&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Ewe-Nla Restaurant,"Km 10 Lagos - Ibadan Expy, opposite Punch office, Arepo",6.649689,3.3891971,"restaurant, food, point_of_interest, establishment",A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJ5lHIQrYpCFIf7-sybiz4ZWF3N974hWY7ouRdOHRtQoV2uGYXFgilTuuXV7aMUebHwae8siEMtfaBOIEHFYO5C_vo1pnu0XJQug1NDUelnPZV5g-eDaYPVXkWPYtWJ5h4MA0RG5LCmL35yNGG4y4gY0x8u5vGWnHiRLbED_63mNyqj7uZWhO9XceVoHbh7t5cf6iV3-9EZyZDhDV_Vr2Q1y0JHW_RHtL57H1yWR7VoFmlpNK1NCDEPKqktCE77XGcWYzIIkbvQWY1VhcRbfOR89lHn4nbagPkcnRn6kRO0b6T2sCaIvz1u2kFob3887s5AKVBVI-b7BTizRtBdcnIAEdQ6BPSLa4YOonPS36CkVhjDpdMU_i_J5HiTpvXTi7zRg35KsYD3atpzkQ0QWlnliU6-qr6tVOE1ruP7rbxjQG6vbeEuQB8O_gNOtv9j5toltU9WySrlA-TzUJLvZtVxzPEGcU0fePETxw1AQTKq85-STdRLCnJ-9KdNDlX8TlhAgbLTxfXWniCFP_A1DS6-6vTkcUAzKTg6spLEG1ko-aFPPLR2BxVW4tBNgqzXfgvjhAUf3tqhvdnDoX-f5DnR7dUSDDqVnZ7Cc7aDKV5yeMo2MfIz_xlfKV7REDBy3vqJ1A&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Foodbykenny,"Suite 9, koshoshuku plaze, River valley estate, Berger",6.642675,3.3705641,"restaurant, food, point_of_interest, establishment",A,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLpTnuunD4eZFgmjCZeBMTE_VZ0cV47CxfihopY8RCT3r4tpyc49BLAt_RSdjA6Y8vy9d6EAE3fhMLih6-h_ifk8hgrsKGg__kiLzS_ptTQPKVEwX2A0ozOWwjINjtoYU3jVR7jv-DaJmYBM8yiI4wBo6RNWtxa6jLn1bWuWCxiToQQSz6B00rZiiRssZeKNobarketjIIPz57jHQoZxrvvJ7svex3ZzHKpeINj3wrKHgon6sRclGh-MZn52xJ9p1kJdKggMgSHt1JGHev9_ns-IpgW_4BGCZ3syHMp1UtvRc5-eblbEQMjrWpqtVXVXVVRhSMDhUhTvKQXL8QUOUUNOoQQKl7J7GuHT_WLEYce5EJxQzMRuKmE1GWz6VKPQSlexHTQrQs6UPdb6wFLrekL6PWFGK-Ov-Mahxsz3Yp6obpj-NG1csC8rmKNzwMbAbcMwtHmho6AkKUg_hcn7RhvhbuEgNOvLYi6v2xAZ1KRzVjIbtaR5xoAiVBI6w8oNp5TJvgWOziIqi9klE9Rfjx3bnnAwAUcUsf-nZjh9DtASVQ8_VQqC18bUughpdgd3_jPzyAnNF7pT1z4T5sZh4X3jWqUckYB5zACX4pez-q4KDtSLICi_-_0eJHW7IRf5fmHHQ&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Pearl Restaurant,Eko Pearl Towers Eko Atlantic,6.408612,3.4103441,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKEDLbdNg5TlHSpOtPVwMDiAcIGxNCx9xDPW0XTEOMAd6_VoCDoz_4FO9kdUe0JrkbeD8LcRw_rCKB2gkk0awaWGzuFxQNbe57uWj_CPdtysZ_pPMuVmC5c9xo_JZznxSRXBZiFWMy8dlSUXp1DBVR-_ouRlA_7OaVvuaT4fDRONrXoV609XWDEoN6fr5QBHs5JCN5dnjOuYQCXGLuS9-t2oR0EnQLpqPcR3UU8yoFw48QW_YS147Jk-tgRGDNsPIn_golo5-YqZjCzRLxcrrPLl6ywljn1_Rtqq6psHWnWqLDB5YY6K2YVklLWHyiDz-7HsJrgFTc&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
black pepper steak house,"Atlantic City, Eko Pearl Towers, Lagos",6.409395,3.4104345,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLvta1B-DCqygC8t4xDO-5ewNz0MeGNNZd7hXSOvZDAq9uL1Elr_k4DfWVfUOFPN6uZvdcbKC4xnbT8X695qelx--FKSIjIkIpn-D5YWdmeY9IhSyPXQXSry0uASdBP3qJm4uk4uu7QQz3_l4G9oQjRO_SS4U4SvCEs2oL_Pf3YJIqPWPYuy9U-N5XIwSMfGAgZMOOpush-9hqjUyxDVQai2s0jo0D66F1P_CKUlpnb-pkhlAWtsJ2pjE8MQgr9pp-ILNvl4GOJF3ggnKP3o9gO4bE5TnWKfqGY3Hqdw6M_eE273uak3XaJXFclDh7zmqmltSrqjQM&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Boca Restaurant and Pool Bar,"CC96+R7R, Lagos",6.419563,3.4106875,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKryZA_dIIm-81SqhDqPEabD6azpX6-yyomYjv5WAvgcjJpKOeKuawj3Fnwr_U-tvEiCABm-CPzvvrQjBN8YpltXGRR7k2JNyC6k50NjMgZGPYT1sbQeF2E092njUaqjXEONnxpCiL6wgoj9ATVyfr7V83yyFuiYtlVPnhL4VBGysbcLbSTjkd0Hkcl0lMP6YWxJutvdi8Sqeg7Y5KzN7qRqYYZJrfLEIC2Sw-5mPOW2qlHQCGgnVwEUR8FREyctpnzeK8whrbJpGzyydTHYZD6Gqk6TKrnborbn33b1Kzs5jwpAZUAyKjb8a0wyNelFHSpCoxeqBBhDD8HRa4SSjxYsbecO6ZM-1tpb1LDmJZiKWnkq91f5BCOctE13NJehrWT-cOVZGi8_v9eVNp3fNmuR4AWd06flWJSucQh8nY5xHFQelHO9NzyZPwkqxWVauYDF0vE_cE6OlPkg52hJ05xeBoyDM4wh1NmXnSZPGxzeu0DjQ5f-UdQnhDCX3EUCqiktuNXywraW5KCwvioBq8E30_lmkXfPNefQHlCo6dbLpBBwZ4T4SCRvJbpcyXfc-NzxF98WIBe0wThMgmumjFQuRhTLdGfhhIgjj_Izspcg9Nmsqm-zMXAX8hwkji2n7T1yh0x&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Slice Lagos,"19 Ologun Agbaje St, Lagos",6.4264,3.4160812,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcL7ViUJzr-Ev1BxjGyVfS4DyjxxD2HJcfrN8Q3xQi895Edu7HbEPLf7QrP2IwhuktJX1BkyLQsNIfppDbc6HjBxXKMYHjH0pKo7KyXait8mFPez2MCpZHvCd-I5jC_QofJVRnyNaEkxLLsNilSw_6lPqAUqPDjXU3_ikYgdf88l8iPUov8sUzH-2ChSSOKG9_IH_VoOWVajpxJV2K6sm8pkPaK6NFRE25jFja84EaZxo6XE7d_2MHvC2dKPIN31uvjY-myqEMNSOF6VYTguuCRYhprIgA-0TymfkK-6O1wEKX9q6Th-Kz7nLsMP8b1IKOUTCiN7XlB3r41xuNIzscWSAU4DL6U4GywcAHSg4fWxsy0LApwjgXIJvbObjwJPkYmc19EKK3U8-bg9KiUWOfXhqOSIeMva1nb1X7hkbrKeiFNgHpHz9n7jBus7U9nBLjA_l_shxk3MsX-B2H24iJ1NcPmhqt739DphAGnhql8gegb2-9nbLdtYkazI7tDtQYPvBByMQs13rJGpEQnrd_qfTuWk-oj0ruumHDqQMskYybBXi7uqpHndOlP9_iddh3FBtX7uK-YRFVOq4JF1auPlHWkXnBJ2P7AnXqtIR_erdi7obvb-FGW1Xlm_JAfURqgYlam7&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Z Kitchen,"19 Saka Tinubu St, Lagos",6.42714,3.4192513,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcI6pmpP1AolcXe-9sN-DqU8JIUYQTXim6si97-DdBje9mp3yhQ42BVl7CddJHWzH7E4EaIp4WaTKkaoJgzssFRYlILp0cffqH5BCkpgfhb1O4OBhjnusaCFhrGd_yz-T1Fb94Oi_rM3_v9qZkFdoB6vl65rR_sW07RrkF8HWOL9-YA9B_nRw_AE4JxplbXjwnp14LLe9B0NtZ2l8TeEVFNg93xHy9m1YKDdjXz4KxHEejBpDpmJjarqrlDaFTe9iXEsw_94oJ1gR0MRVByowFaMFgJKqQKrvmQKdeVA5qbCxMYCWvFE7ml2c9ovUgkpoWXFeCA4GLTjtFMx__jn9xAownFbWLnmWUL35pl5X1U8KnkMJM4M53QzIDpOlYrSSrwgrJehzw-DBWbQZWaC3SANeSMHnv4cXzbcQYHs6Z7A4eNs8Z5GL5ytHsVO9UYyAJDsgTDftL3n9tUxyq_RAUOmGWsSQB4cUPHGYnPn3uWEjQFjDm_m9olXSnC64CDc2VGAl_cPWE-HlA8lHWMjmiaNuPHXFIg9mBwZuZfxMjXnyMai3_0Fxur93KDS0cAEpEZsmG6KyP0nUHm1YkYmhs4QaAwayhB-8jn1oqDCwH6mmyYE60PxW2vs_j_mISxxDm3yx3W6&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
360Restaurant by Vertigo,"23 Idejo St, off Adeola Odeku Street, Lagos",6.426626,3.4144906,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJTcHC-VHef_ttqnwKJS-0kHd0273hKruMg5cnZDa_N4pLolw9k8iyMTtynkN-tjNM-V--uYIPNqZSIgjFPX3ngodVE3cVlsUT8jWIJwSga7oZi3MYFjSl8RnfuF0lvMyeuF7UZGO5NTL5Kkg9usHtKXQX52wdeYrtmKtNarwO23UTMtx5-JUpiISVVCZ_4S9XwHrSUeOs4RPE6mGSksDmUsxS9uRiwnqYn70g9Snpfmjn1uMvSESWsMra0wcIGnc3QdO1ymZpuDFy4PenX_1k5q0matjeybjpRV3rvDmdfWK-cZ_O70zriX4PWbiAMdhPsNI143W0&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Feel At Home Restaurant,"Opposite Zenith bank, 36 Saka Tinubu St, Lagos",6.426819,3.4206805,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLuUKB-KVQ1_D0VkVu8S1S-R0tOZaGyrSwmUVUtFtPtcxgw5BXLOMoCc1qRibxM3c__Mpil0XJk4m4U93h7bLzLFdAxCP34Qs9hHxsLc9av9pAL6O9dLI7wdV6zBkNsuRruuvQqAzIYQueXpbL5HuJcgUFHrhk5h37wuCEBrwp78Cz2WRy5YuhnqcHfVM0APduG5-sw7aVEXwCQPCUwk4613epswgSBYFQ0QTb_Vsny-jEuZ0PKKk3hErZZwxW6jFXEe43NlCLXUOA60ivpcuQh8_E2yqPUzcxU6tyZs2aJjxJ5z4TDT6IApsmStWdrJE0u1ktjdP0z66dj28yuGoWKlk9W6rypdMyzjpMmLrfc8RHt5ftMor853bYCvmm5YmttjmSsKRjZiJoeH1SBPv44AaPIQtsiFM_0ygDqMeGblhpdU4H5XxHZjn68wU-wGmqR1DemDSwPk8BEsRZVIU1ILpznoB66oWjPhSe4YLo4LelIEga_EfifIBl8dMi3as8_C96EMCloYDXeb9z1atBKDK2Z8o140yrSOICRVc69mGs5GJpV9aZ_JeXP2L_AWQSQLWaQ4cHLd6Bu8SiJEtwQFYCDPKurie_S6gcxOzRQxk2P5CEP0WFyNxcE6p1ZqvABxA&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Ki Bar and Kitchen,"31a Oju Olobun Cl, Lagos",6.424355,3.4154174,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLh4Hxe-CAr-WIYDO0kft9aP8M8AfVE2bUPymSNeYVHw17LvHFEQjn5XW9S0Bi68s0ygxScirwZRBbkOkF-_OvlKujG09FtGsDxJEOGS-DP_fgeAtAM3eu6rGueenAPHAWQUUyeH6KyUGdT2huqaBRzQ8xy5SMpwJcOmFbN0WWqw1NQFrqxaqB-PGtR16SCzswFrzvPbbLidrRZmTB5osToxRH86ojUonieibvEui_h7iuorIFhSjA8pUcrmsArBNSfGR5bFIxvFy8WrV9pUfkqHKfawIDOHdjcBXV6GbHKq4-dpYoVAQrx3imKCorki9vt9HweQ5vgn_kcHunDsIfdBior9nwed1iE5tKL8tvVDcYe06NcTSao3WbXTAAJ7CIGrM0Pp1-Cqt0YHmDxxlEHdATF4iW1NY1qV1qn6leWA39QgG2vLFPDqn20-uDJOoviBxb738ml9OaZKMlSVOBGFCvP0x16AVP8ooWbeVBjXcn4UmHDF-vlnztwQ2Nca36fZNhcUREAOAYQkQu15ccmnlSUi9bq94wqSO99NCDTZDvYzdIjXQ2IDA0Uoxm8loW05HovAKtAta3u_Qhhs8tvfV9YIHAoxz--G633ZR5eJFUHLh1fakOJwPtMU0XRawHrf-D7&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Vanilla Moon,"2 Saka Jojo St, Lagos",6.427243,3.4123402,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcKbckyrLjbyieOeVvsjPd8qj-QgQduxfZXS4JgtB-LJJtUuzK96EgHsMPByMAOy-aGv2LaqUtexk2Z4EwIogRLH8D9lLen15iVO4iFF2TDElDjRa-2mHgmVy-rHYabgcVWJDC16b98eXlQA1zIvAUWuC69a_DDnBZmJiq7BpOvwLr_EoxjxTmz-urXoryH-gTV5tLtcJyJokM6-h-proNmyC79dVBn2y6CEoXPD20ZHag_I4LtLuTUOtVkqKB_6etZvRLjxWYNERyP3A59Wmeb0wb_1ZhxgT-PxgmuPsMAAdsmqxhWVZsHx91uVzBmYIDZE1iHhjqXOO9Ro87zEY3-g20BvBAKYe8P644JAomHv1xhA9-VwdOYqp2QwXtq9fszobh1OimDZp6Yuxsic4iNweP1OuW_ajMspYnB0jbIMnnnbtw4b1QWRlLAczIFn-kTbYKv5vVxPzq8ONM-KyDZzOFoJL5daVIPeoV9qoBybwFGF4J2jxlnJMwdZG7qNW1yLE7rJlQ36mEa3qSWqhoxjW-j6pGRZPrXjSPqXcQIkB0IGTMZcyJR1K5kqOfvFg7fzpei0F1RWzxKRWpkulJyf0yYyU-EnQVL6qmkkCQrzWlvnEolWvU9C3Sh3N79sY7-2rg&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Victory Restaurant,"31B Bishop Oluwole St, Lagos",6.423861,3.4185108,"restaurant, food, point_of_interest, establishment",E,
Seabass Seafood Restaurant,"17 Oju Olobun Cl, Iru, Lagos",6.426213,3.4145273,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLIgeH05YAJYcUdZFT3001BEiCN6_lyN8AfyFaeAcnchaF3V8s4ioOYqQ_yFIeIhkZJmXsm_aGLeDpkl_nJVzbxN-rl9XtL6uV5l5r8oZlqkvhsfMuaZlOrAcV6-5-VVN8zPxVKVZ6tJwF0HLZBXPQ51DmLwMfsuOfSOiKeed_lJfCZxTDVq35rl7NNT-Hnv3g13eew47dmrny_OFXA8zN6ALEXz2Bwd7f4Bd4AUYb5HXjErUNZWE3y9rWMnTl-y7mn763sOcNJ4jucbQZajxSAJBevVGHJ5jDzUoipGwCNOx_7pXnuKk9C9nIf8nw2KVMB91jLhZc&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Tha'z D Kitchen Restaurant,"Plot 1227 Bishop Oluwole St, OluwE.hole St, Lagos",6.423541,3.4189374,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcJ6ebRQ4WaJYtj0VqNpVgCNo6jxg1u837MUjx9ZZXTHNkUs9vs1IKyMSUNBBWETTivbfH_KOczzN26SBIdSmpO82CJk5FR8KCy6IjqnnVfP2vPsQ4YnTFS0gWXV5hTCPU927Hkxv8SS0CzxqoFme5X535H7BjYj44qbaC4S2jPWtiz2YqIVNS3lGlO5zJUm6ciwPSrMPZyENC994ZfR9jzWly6o9syf17U_YG5-ai-8PkVlwOmk1xiOS92hbiBsEd0uNw60j584GOchi7YXuCh6yS6eTGFvXZDc9-CsPuzU3rTDtCG_rLtaMbiHOFPV3Dub368JLiQ&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Mazimi Restaurant,"82 Adetokunbo Ademola Street, Victoria Island",6.425656,3.4285453,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLRAz4WFQjC9T76x6ovE4VW94WzbzOftY2faQGhFmdjVtnf2D-_NUblfwX5cAmONEctYaGF7P6Bxt4y-7XLXAkr0hn851VAIDOVQRsW5TuSkW1-elkqp3OM2uOQzFucvMCY0o3oipsGYHooReYr-6TNn2IUDl0PGkrfCNfRmh-zRxdPCraQwh662MDgD8eRFXJdOQKfV5PBdr-DDKVxMMejQ9bDGj-E_8Z-gri2OzWLRNi0ulhAogyZzoSFH-NKf01ZTlFJfzqzHNcXoxLbzsu1Cj5Mx_IC-dJcEWfF5wnpilNiTxJ7lEonKwI9fnNeGqzOyFMS895Zvrwb-d5A6mTZQc-y8kXiFfhNDgV0GgcI5PIN46dbyxMbp8M4nqNxf8iZerS265sHnz2fOzPj3GqFvhYSsemQp4vRk33KLy1VhCnp1NtnmaGFyDBzpoMfZMumTNVOiYm1LnRJt6UOG73l2o0HQtS17hca5xhLqaTmnwq6Em77MNOlZNDF8-B6Gq16FRqnphOnkI5bPVC7c38PgbYKxTf8Xo58jzlzRPN5-6u1Jqnb02tziLJoVFVNih3tfqaEI7atfiIDewGxJ2orH1iq71RYXT2qmPdmVBq5UE-J2Xz_FnjbQWS2Ruq_k678zA&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
La Spiga Restaurant,"80 Adetokunbo Ademola Street, Lagos",6.425883,3.4286521,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLp7my-KLv2SXiEYpsH5cCBENnOFuxNyybz4q2YKkGCsrnj0ms3kcDjrj41wMnDSoJRI0XRKOxtK7iYoDJ3xwgozth8OPQ-ir84D_yRjKlWomOXz350IjTnpf6y_XMT5uawZ2Xlc1VZdIAHIkOQAaaHWLkyl4iZg0IG0BkE_hn5if_jHJxFFQ9tq_2u6FvVztJE72hT9F3dvw21_DOSWTWWpfC_WR-3Au88EqauDC7URoq6YoImNGqOXzRp0ZrxqAx-zhpGpZpC6573cZ3KINpFpW6H-JsCkjh5S0iz_LbaLQWT_jKK5DyHxFhYUNOLKgdLf21Bsw-RADrNzR7mHbYSJ54dY9KMyrfeSROxXC7brR1b3Sog-PHcIStVCrVlYwitwdUA6X8GhrDOgEfDaqsNhdi3FtI_lO1-nGB2JHmGqpHL_algtuUlkMqATAkbb46KCiD5AH4gmJEWrUzmA9SkCwmoJ8EwPQsXa9LkYYcHfgzNNcIMh7W4XNhd4mU--GPP0f2WxvEdISwpFfqfbqyQw44R6_qhO7WvOgzlgHTHIHXFM4ibewJh15rZQQxcGaSreEQak0kIYD1KBXoaJVYeBUXuZv1GrYIurJGyFFw_PFoYutyCQfzuFyQctf4CaBW-2KGl&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Amazonas Restaurant VI,"62B Adetokunbo Ademola Street, Lagos",6.426197,3.4288561,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcLyHEgwuCSPZD8HeWNVU0y0pjPzY-R7Gee1ykKInXtB8d5_u6H3mpvs1TR0wRxlq7AXFJRAifhEhX5vu_1X7ixQWCbxOrOULvjPLvWHHpAC2rAgHm-JK04LxGxva8FmK2p7ZC04Tc3USdMO1gzD_YLqBx5VsCMrCOJ1kO1F12wvSroOL6eCFRWEE54GsTuo6no5nq8jS8kzEutqSbhsj_a-cykyVqOZ_o9U1INso5JOYfKo1AGJjCwZwqN6MOIa2UJ-DLx9-ra_3rsLg1rHSQ0BsQPMwHfzKUBy8DOKXPFDQ1WeWqxREM5Y_3tG5N-xDvXAjI2_XC0&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
Red,"1415 Ahmadu Bello Wy, Lagos",6.42265,3.4268865,"restaurant, food, point_of_interest, establishment",E,
Kaly Restaurant & Bar Lounge,"Building, 7th Floor, 1 Akin Adesola Street off Ahmadu Bello way Number One, Lagos",6.42282,3.4237291,"restaurant, food, point_of_interest, establishment",E,https://maps.googleapis.com/maps/api/place/photo?maxwidth=400&photoreference=AeeoHcI1zWwVAL-oERDfG9_K80jyMmwcE-QtdHognUE6etXPTwQA-6uoQe6ZTZ8MAtIQBYIQwAW-R1JNKySgguTlNnIlYttsWU2fnHKwgbTja7Th6_B4WZhjZPr4e9hVhQQRvBGkNBPYkVsL2S543jJDUEhmSSalCSqeARE2txmnlX5zvk6aTZ6uP0Nz_1fTrUeinNmFLn9ISC7q5AB2JcH0G-nsFSOwtdeWavbpSm04B6PaHpLRvEWYyGSmW58zevMo6IucLIKBX6tsnHlvRNj6GBq-EmWN6DY8T1VLKWYMOLgjW_GnFttvHVGB1kdSG_2TnlWnRQBiFWw&key=AIzaSyDeyDdm1cUVDQrJy5EojJ9kCFr4Hs_fIWo
